Frequency,User,Location,State,County,Last Confirmed,Monitored From,Strength (1-5),Notes,Mode,Licensee,Allocation,Profile,Transmitter Location,URL
161.4300,Amtrak PBX,Nationwide,US,,,,,,,,,"Frederick, MD"
161.4750,FCEN Operations,Nationwide,US,,,,,,,,,"Frederick, MD"
161.5200,CSX Jacksonville Dispatch - Ex - WM Dispatch.,Nationwide,US,,,,,,,,,"Frederick, MD"
161.5500,Autotrain,Nationwide,US,,,,,,,,,"Frederick, MD"
171.0450,Wireless Mikes,Nationwide,US,,,,,,,,,"Frederick, MD"
171.8450,Wireless Mikes,Nationwide,US,,,,,,,,,"Frederick, MD"
171.9050,Wireless Mikes,Nationwide,US,,,,,,,,,"Frederick, MD"
173.0750,LoJack,Nationwide,US,,,,,,,,,"Frederick, MD"
418.7500,DEA,Nationwide,US,,,,,,,,,"Frederick, MD"
418.7500,DEA Surveillance,Nationwide,US,,,,,,,,,"Frederick, MD"
451.8000,Itinerant,Nationwide,US,,,,,,,,,"Frederick, MD"
452.9375,Train EOT/FRED,Nationwide,US,,,,,,,,,"Frederick, MD"
456.8000,Itinerant,Nationwide,US,,,,,,,,,"Frederick, MD"
457.9375,Train EOT/FRED,Nationwide,US,,,,,,,,,"Frederick, MD"
462.5500,GMRS,Nationwide,US,,,,,,,,,"Frederick, MD"
462.5625,GMRS/FRS Ch. 1,Nationwide,US,,,,,,,,,"Frederick, MD"
462.5750,GMRS - White Dot,Nationwide,US,,,,,,,,,"Frederick, MD"
462.5875,GMRS/FRS Ch. 2,Nationwide,US,,,,,,,,,"Frederick, MD"
462.6000,GMRS,Nationwide,US,,,,,,,,,"Frederick, MD"
462.6125,GMRS/FRS Ch. 3,Nationwide,US,,,,,,,,,"Frederick, MD"
462.6250,GMRS - Black Dot,Nationwide,US,,,,,,,,,"Frederick, MD"
462.6375,FRS Ch. 4 (Railfan),Nationwide,US,,,,,,,,,"Frederick, MD"
462.6375,GMRS/FRS Ch. 4,Nationwide,US,,,,,,,,,"Frederick, MD"
462.6500,GMRS,Nationwide,US,,,,,,,,,"Frederick, MD"
462.6625,GMRS/FRS Ch. 5,Nationwide,US,,,,,,,,,"Frederick, MD"
462.6750,GMRS - Orange Dot,Nationwide,US,,,,,,,,,"Frederick, MD"
462.6750,GMRS Emergency/Calling/REACT,Nationwide,US,,,,,,,,,"Frederick, MD"
462.6875,GMRS/FRS Ch. 6,Nationwide,US,,,,,,,,,"Frederick, MD"
462.7000,GMRS,Nationwide,US,,,,,,,,,"Frederick, MD"
462.7125,GMRS/FRS Ch. 7,Nationwide,US,,,,,,,,,"Frederick, MD"
